ID	age	education-num	work-class	marital-status	occupation	race	sex	native-country
e10388	Age	K-12	Self-emp-not-inc	Married	Craft-repair	Race	Male	Country
e10389	Age	K-12	Private	Not-married	Other-service	Race	Male	Country
e10390	Age	K-12	Private	Not-married	Machine-op-inspct	Race	Male	Country
e10391	Age	K-12	Private	Married	Craft-repair	Race	Male	Country
e10392	Age	K-12	Private	Not-married	Priv-house-serv	Race	Female	Country
e10393	Age	K-12	Private	Married	Adm-clerical	Race	Male	Country
e10394	Age	K-12	Private	Not-married	Exec-managerial	Race	Female	Country
e10395	Age	K-12	Federal-gov	Married	Transport-moving	Race	Male	Country
e10396	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10397	Age	Higher-education	Private	Married	Exec-managerial	Race	Male	Country
e10398	Age	Higher-education	Private	Not-married	Prof-specialty	Race	Female	Country
e10399	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10400	Age	K-12	Self-emp-not-inc	Married	Other-service	Race	Female	Country
e10401	Age	Higher-education	Local-gov	Not-married	Prof-specialty	Race	Female	Country
e10402	Age	K-12	Private	Not-married	Sales	Race	Female	Country
e10403	Age	Higher-education	Private	Married	Exec-managerial	Race	Male	Country
e10404	Age	Higher-education	Self-emp-inc	Married	Prof-specialty	Race	Male	Country
e10405	Age	K-12	Private	Not-married	Other-service	Race	Male	Country
e10406	Age	K-12	State-gov	Not-married	Craft-repair	Race	Male	Country
e10407	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10408	Age	K-12	Private	Not-married	Exec-managerial	Race	Male	Country
e10409	Age	K-12	Federal-gov	Married	Adm-clerical	Race	Male	Country
e10410	Age	Higher-education	Self-emp-not-inc	Married	Adm-clerical	Race	Male	Country
e10411	Age	K-12	Self-emp-not-inc	Not-married	Transport-moving	Race	Male	Country
e10412	Age	Higher-education	Private	Married	Sales	Race	Male	Country
e10413	Age	Higher-education	Private	Married	Prof-specialty	Race	Female	Country
e10414	Age	K-12	Private	Not-married	Sales	Race	Female	Country
e10415	Age	K-12	Private	Married	Adm-clerical	Race	Female	Country
e10416	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10417	Age	Higher-education	Private	Married	Sales	Race	Male	Country
e10418	Age	K-12	Self-emp-inc	Married	Exec-managerial	Race	Male	Country
e10419	Age	K-12	Federal-gov	Not-married	Adm-clerical	Race	Male	Country
e10420	Age	K-12	Self-emp-inc	Not-married	Sales	Race	Female	Country
e10421	Age	K-12	Self-emp-not-inc	Married	Exec-managerial	Race	Male	Country
e10422	Age	Higher-education	Private	Married	Prof-specialty	Race	Male	Country
e10423	Age	K-12	Private	Not-married	Transport-moving	Race	Male	Country
e10424	Age	K-12	Private	Not-married	Other-service	Race	Male	Country
e10425	Age	Higher-education	Private	Not-married	Prof-specialty	Race	Female	Country
e10426	Age	K-12	Self-emp-not-inc	Married	Transport-moving	Race	Male	Country
e10427	Age	K-12	Private	Not-married	Handlers-cleaners	Race	Male	Country
e10428	Age	Higher-education	Local-gov	Married	Exec-managerial	Race	Male	Country
e10429	Age	K-12	Local-gov	Not-married	Adm-clerical	Race	Female	Country
e10430	Age	K-12	Private	Not-married	Adm-clerical	Race	Male	Country
e10431	Age	K-12	Private	Married	Craft-repair	Race	Male	Country
e10432	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10433	Age	K-12	Private	Married	Craft-repair	Race	Male	Country
e10434	Age	K-12	Private	Married	Craft-repair	Race	Male	Country
e10435	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10436	Age	K-12	Private	Married	Sales	Race	Male	Country
e10437	Age	K-12	Private	Married	Handlers-cleaners	Race	Male	Country
e10438	Age	K-12	Private	Married	Sales	Race	Male	Country
e10439	Age	Higher-education	Federal-gov	Not-married	Prof-specialty	Race	Male	Country
e10440	Age	K-12	Private	Not-married	Sales	Race	Female	Country
e10441	Age	Higher-education	Local-gov	Married	Adm-clerical	Race	Male	Country
e10442	Age	Higher-education	Self-emp-not-inc	Not-married	Prof-specialty	Race	Male	Country
e10443	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10444	Age	K-12	Without-pay	Married	Farming-fishing	Race	Female	Country
e10445	Age	Higher-education	Private	Married	Exec-managerial	Race	Male	Country
e10446	Age	K-12	Private	Married	Machine-op-inspct	Race	Male	Country
e10447	Age	Higher-education	Private	Married	Prof-specialty	Race	Male	Country
e10448	Age	K-12	Private	Married	Transport-moving	Race	Male	Country
e10449	Age	K-12	Private	Married	Transport-moving	Race	Male	Country
e10450	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10451	Age	K-12	Private	Married	Handlers-cleaners	Race	Male	Country
e10452	Age	K-12	Self-emp-not-inc	Married	Craft-repair	Race	Male	Country
e10453	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10454	Age	K-12	Private	Not-married	Priv-house-serv	Race	Female	Country
e10455	Age	K-12	Private	Not-married	Handlers-cleaners	Race	Male	Country
e10456	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10457	Age	K-12	Private	Married	Adm-clerical	Race	Male	Country
e10458	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10459	Age	K-12	Private	Married	Craft-repair	Race	Male	Country
e10460	Age	K-12	Private	Not-married	Tech-support	Race	Female	Country
e10461	Age	K-12	Private	Not-married	Sales	Race	Male	Country
e10462	Age	Higher-education	Private	Married	Craft-repair	Race	Male	Country
e10463	Age	Higher-education	Private	Married	Exec-managerial	Race	Male	Country
e10464	Age	K-12	Private	Not-married	Handlers-cleaners	Race	Male	Country
e10465	Age	Higher-education	State-gov	Not-married	Adm-clerical	Race	Male	Country
e10466	Age	K-12	Self-emp-not-inc	Married	Machine-op-inspct	Race	Male	Country
e10467	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10468	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10469	Age	K-12	Private	Married	Transport-moving	Race	Male	Country
e10470	Age	K-12	Private	Not-married	Transport-moving	Race	Male	Country
e10471	Age	K-12	Private	Not-married	Handlers-cleaners	Race	Male	Country
e10472	Age	K-12	Self-emp-not-inc	Married	Other-service	Race	Male	Country
e10473	Age	Higher-education	Self-emp-not-inc	Married	Prof-specialty	Race	Male	Country
e10474	Age	K-12	Private	Not-married	Adm-clerical	Race	Female	Country
e10475	Age	K-12	Federal-gov	Married	Adm-clerical	Race	Male	Country
e10476	Age	K-12	Private	Not-married	Sales	Race	Female	Country
e10477	Age	K-12	State-gov	Not-married	Adm-clerical	Race	Female	Country
e10478	Age	K-12	Self-emp-not-inc	Married	Sales	Race	Male	Country
e10479	Age	K-12	Private	Married	Machine-op-inspct	Race	Male	Country
e10480	Age	K-12	Local-gov	Married	Protective-serv	Race	Male	Country
e10481	Age	K-12	Private	Not-married	Prof-specialty	Race	Female	Country
e10482	Age	K-12	Private	Not-married	Craft-repair	Race	Male	Country
e10483	Age	Higher-education	Private	Married	Exec-managerial	Race	Male	Country
e10484	Age	K-12	Private	Not-married	Other-service	Race	Female	Country
e10485	Age	K-12	Private	Married	Machine-op-inspct	Race	Male	Country
e10486	Age	K-12	Private	Not-married	Adm-clerical	Race	Female	Country
e10487	Age	K-12	Private	Married	Sales	Race	Male	Country
e10488	Age	Higher-education	Private	Not-married	Exec-managerial	Race	Female	Country
e10489	Age	Higher-education	Private	Married	Sales	Race	Male	Country
e10490	Age	K-12	State-gov	Married	Adm-clerical	Race	Male	Country
e10491	Age	K-12	Private	Married	Exec-managerial	Race	Male	Country
e10492	Age	Higher-education	Private	Married	Sales	Race	Male	Country
e10493	Age	K-12	Private	Married	Tech-support	Race	Male	Country
e10494	Age	Higher-education	Private	Married	Sales	Race	Male	Country
e10495	Age	K-12	Self-emp-not-inc	Married	Transport-moving	Race	Male	Country
e10496	Age	Higher-education	Self-emp-not-inc	Married	Craft-repair	Race	Male	Country
e10497	Age	K-12	Private	Married	Handlers-cleaners	Race	Male	Country
e10498	Age	K-12	Private	Married	Other-service	Race	Male	Country
e10499	Age	Higher-education	Federal-gov	Married	Adm-clerical	Race	Female	Country
e10500	Age	Higher-education	Private	Not-married	Other-service	Race	Female	Country
